Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Mozambique,MOZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,8.61407089,10.05523396,11.15465164,14.22916508,18.49229622,18.09505653,19.3034668,24.36356735,27.63427162,26.17583847,30.28253746,35.03115845,41.1762886,43.0835228,39.91206741,31.38208961,36.26086807,40.8117218,40.41281128,34.28385544
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.416,60.725,60.98,61.25,61.599,61.893,62.371,56.506,63.155,63.329,63.901,64.141,64.815,65.056,65.561,65.685,65.843,66.465,66.61,66.797
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.14881992,2.57854366,2.38126588,2.31822181,2.33031869,2.25168681,2.02357221,2.10873103,2.15950108,1.95585966,1.92666924,2.41021132,3.20071578,4.39346027,5.47780561,5.11349964,5.08065701,4.89992189,4.67856407,4.62411975
Myanmar,MMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4.6025033,7.04405165,6.53878021,6.97521496,7.60666847,8.42073154,9.84823227,14.60595131,18.56753159,20.08252716,27.19900322,36.97321701,37.39878464,53.86577988,63.13535309,59.22293091,59.07003021,60.37779236,61.15328217,72.11206124
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.26,51.254,51.083,51.246,51.787,52.655,53.68,54.653,55.496,56.015,56.553,57.64,58.694,59.822,60.7,61.682,62.293,62.586,63.075,62.829
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.53211975,9.73386574,9.87848473,10.18727589,10.19230461,10.13995457,10.71633053,9.91801167,9.04967022,9.72781372,9.83193302,9.26659298,9.06448746,8.4089098,9.98109627,9.3223238,8.72573948,8.31648731,8.45436001,8.8962574
Namibia,NAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,182.1361389,173.2456665,254.3368683,347.0498352,375.9879456,407.5039063,465.0815735,413.3742981,386.2019653,522.1591187,569.1429443,557.5895996,495.1951294,466.1987915,495.6297913,430.2160645,475.5820313,472.9901428,431.8178101,379.5402832
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.278,58.181,58.095,58.072,58.161,58.379,58.53,58.833,59.123,59.64,60.24,60.715,61.231,61.807,62.269,62.702,62.988,63.234,63.484,63.437
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,15.50226593,13.19443035,9.53113365,6.57316685,10.30554104,12.41761684,24.23068047,23.0041008,12.31575871,12.6964016,9.81177711,9.21772289,9.4396801,7.94534922,13.73628426,10.74993038,11.4886446,11.72690773,12.18192387,11.96898365
Nauru,NRU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,341.1864929,291.1162109,266.0600586,210.4930725,320.3678894,354.2486267,572.7260132,791.199707,563.1657715,614.1340942,659.4338989,859.048645,818.1156006,746.3569946,959.4884644,957.2859497,1092.876343,1175.686768,1158.770874,1143.741577
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.336,63.264,64.197,64.818,65.457,65.868,66.329,66.421,66.761,66.814,67.313,67.47,67.965,68.085,67.456,68.776,68.91,68.979,69.558,69.246
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.80386233,3.92991233,3.84753442,4.03734398,3.94221044,3.5361805,3.66484332,3.80911326,3.89315772,4.3516593,4.44234705,4.49078751,4.63012981,5.07549381,5.46615553,5.42378998,4.72174025,4.52845383,4.44525433,5.17351818
Nepal,NPL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,10.26470375,10.46287632,11.0714016,12.93098927,14.16003799,13.70444107,17.18701744,18.93988228,20.979002,29.81904411,34.39584351,33.90107346,35.41080093,42.29528809,46.85505295,47.28274155,49.32766724,50.39901352,52.83312607,58.31042099
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.05945873,8.64913177,9.05657101,9.1107645,9.09666824,9.08055115,9.05292606,9.27660465,9.9929266,10.15508747,10.23357868,10.53898716,10.58363628,10.56703758,10.32393837,10.2942524,10.1082983,10.01993561,10.14039612,11.1359272
Netherlands,NLD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2175.730469,2544.813721,3244.356445,3689.464355,3823.480957,4080.219727,4696.141602,5382.445801,5282.743164,5191.693848,5562.121094,5284.649902,5532.726563,5601.885742,4676.562012,4753.674316,4934.575195,5330.660645,5340.612793,5846.154785
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.83170732,75.10243902,75.27073171,75.47073171,75.72195122,76.07560976,76.47804878,76.6804878,76.9804878,77.2804878,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,80.00309756,80.41970732,80.83495122
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.5789361,7.90045929,7.72169256,7.90090561,8.27334881,8.63841629,8.32904434,9.12382889,9.62076378,9.59277534,9.51987362,9.65163612,9.36019325,9.40168381,9.28344345,9.24379444,8.96694851,9.0351162,9.48335075,10.02858734
New Zealand,NZL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1054.328003,1250.928833,1611.790405,1983.187134,2296.607422,2305.146484,2706.799561,2851.119141,2713.814209,3233.778564,3656.730713,3856.173096,4014.974609,4192.743652,3600.956299,3739.401367,3903.68042,3957.861328,4081.59082,4201.629395
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.215,67.18,67.217,67.423,67.936,68.725,69.559,70.586,71.433,72.009,72.416,72.615,72.704,72.812,72.983,73.256,73.554,73.85,74.054,71.795
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.48459768,5.73315859,6.08317614,6.05740356,6.22468948,6.35756445,6.95643044,7.16700697,7.68584394,7.71019173,7.44982004,7.48836899,7.63869238,7.97716141,7.96303272,8.04877567,8.32754421,8.4993515,8.55957031,8.62854576
Nicaragua,NIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,56.52495956,56.94697189,60.82196045,65.1476593,72.13689423,77.76139832,92.0919342,107.0682602,110.5292206,115.3239517,122.5347595,130.779007,137.0984192,152.6446991,161.2770081,167.3703613,177.1500092,168.4451294,161.9863434,161.1998138
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.841,50.562,51.434,52.589,53.59,54.596,55.553,56.508,57.396,58.367,58.994,59.65,60.239,60.786,61.083,61.629,62.16,62.454,62.897,61.451
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72659349,4.82717037,4.74740648,4.97818327,5.87749624,5.99335575,5.43105888,5.24640608,5.33850145,4.96100473,4.87323856,4.30732679,4.46636009,4.45377159,5.34745932,4.53239059,5.57411098,5.28844786,5.66862822,6.20069504
Niger,NER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,9.59174156,10.75085354,12.44939899,13.95743465,18.53794861,19.78735733,20.83684349,24.71139526,24.40502357,23.33815765,24.68768311,22.56604767,24.43749619,24.89271736,25.72568893,22.42886543,28.69141388,30.08619118,31.21994209,35.00711823
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.619,47.928,48.441,48.767,49.297,49.73,50.033,50.225,50.712,50.945,51.357,51.497,51.707,51.791,51.841,52.043,52.305,52.554,52.91,52.887
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.18946862,2.49063969,5.05360985,4.63368416,4.46591949,4.25775146,3.90997243,3.69581532,3.5801971,3.29653287,3.32077932,3.35984254,3.4206934,3.34840417,3.58194995,3.64773679,3.74762511,3.09069347,2.98547053,3.38063431
Nigeria,NGA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,18.48871803,18.06385422,39.0772438,44.1643486,53.92662048,65.72377777,69.15039063,80.09986115,68.00685883,75.58924866,83.10647583,91.06047821,100.817009,106.1196442,96.28328705,78.23602295,72.77431488,65.70272827,69.68148041,69.76184845
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.43658537,73.03902439,73.24146341,73.59756098,73.69756098,73.89512195,73.8,74.4,74.44634146,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.3815918,8.97826958,9.00857735,8.46505451,7.67907524,7.38314581,6.57065344,6.55317593,6.52846384,6.71369696,6.51887369,6.61468363,6.71928358,6.28993368,6.34227896,6.37943363,6.43909454,6.45699358,7.06654119,7.8894825
North Macedonia,MKD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,151.3775482,173.6958313,215.35849,231.8697052,231.0444946,243.5523834,263.0622559,311.2972412,293.7199707,301.8667297,326.0780029,307.0447693,345.8537903,339.3841858,302.7460632,322.9204102,344.9233093,387.4651794,421.38974,452.9664002
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.02202415,9.00061893,9.21471977,8.82115746,8.32839584,7.91272163,8.05085373,7.96075296,9.07431412,8.90553188,8.78868103,8.77787971,8.92953396,9.34493446,10.13146877,10.59129524,10.31589031,10.02394581,10.5360651,11.41755009
Norway,NOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3099.003418,3889.959473,4632.568359,5097.344238,5584.689453,5892.987305,6895.560547,7768.050293,7301.959961,7859.516113,8900.37207,8970.120117,9241.265625,9118.317383,7565.549805,7496.768555,7815.786621,8271.858398,8007.355469,7704.436035
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.808,73.869,74.14,74.329,74.396,74.48,74.461,74.612,74.681,76.269,76.608,77.061,77.246,77.446,77.687,77.916,77.924,77.966,78.002,74.757
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.08315206,3.18044019,3.17294717,2.97564673,2.5871408,2.31092215,2.42576504,2.01222706,2.8300879,2.82071519,2.54776597,2.59780169,2.85995984,3.58716846,4.65752935,4.79076433,4.52847433,3.68675041,4.39142513,5.32572365
Oman,OMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,252.546814,266.526001,282.2885742,298.4816284,319.7104492,335.8521118,391.7960815,462.2916565,507.6517639,558.3665772,540.3850708,562.9465942,590.3643799,725.4089966,765.7853394,713.2640381,703.9020996,639.3248901,728.2548218,844.6165772
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.421,62.626,62.843,63.052,62.466,63.731,63.852,64.036,64.14,64.436,64.648,64.782,65.15,65.284,65.697,65.88,66.297,66.482,66.756,66.269
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.58692551,2.70006347,2.3364768,2.25784397,2.58859682,2.86177489,2.81689181,2.71266907,2.474589,2.39686546,2.14016924,2.20038641,2.40178362,2.45603824,2.45764362,2.57026353,2.78630086,2.82844954,2.84736937,2.95390352
Pakistan,PAK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,13.39869976,14.95687008,14.33882618,15.53970432,19.6673584,24.65777876,26.51110383,24.80974933,23.664251,24.20984124,25.67299627,26.28877595,28.99807867,33.04523914,35.01220293,37.59899724,43.41279855,41.40914105,37.22461343,38.17708569
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,69.12926829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.99779701,8.06898689,9.08002663,10.03987122,9.44485378,9.66567612,9.95896339,9.64360332,10.41931343,11.67239475,10.81779194,11.63778973,12.17709541,12.27246571,11.07734013,12.0831728,12.17100716,11.21721172,15.71146011,18.39064217
Palau,PLW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,625.2060547,658.4937134,698.8324585,827.0947876,871.5688477,931.168396,992.5022583,979.430481,1007.31189,1145.864746,1144.645752,1368.3125,1518.247314,1661.982544,1792.893188,2021.096436,1944.740845,1789.529541,2402.779541,2640.098877
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.414,74.824,75.218,75.544,75.829,76.012,76.154,76.225,76.343,76.448,76.627,76.819,77.038,77.248,77.468,77.653,77.795,77.863,77.81,76.657
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.17009974,7.31349277,6.95631361,7.34004402,6.43272924,6.7842741,7.62018394,7.05229712,7.24006367,7.4865942,7.08092785,6.74132681,6.75967455,7.16729832,7.18962574,7.35213518,7.42582321,7.87820292,8.32831192,9.66291618
Panama,PAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,297.5767212,309.4125366,304.239563,345.2409058,323.750824,371.3395081,472.8953857,507.5638428,551.5872803,608.2467041,665.8464966,725.8637695,806.5855103,920.0765991,982.7939453,1057.406616,1127.688965,1228.073364,1318.037598,1214.548462
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.773,61.698,61.797,61.761,61.801,61.917,62.034,62.571,62.788,63.039,63.526,63.733,63.961,64.259,64.701,64.84,65.103,65.182,65.474,65.787
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.3006382,2.77562952,2.4531486,2.59372902,2.44874048,2.42600322,2.42102122,2.13526058,2.32937527,2.10756016,2.29397798,2.66693544,2.99727893,3.27119064,1.81881714,2.33063054,2.22970986,2.29408503,2.32528329,2.52693653
Papua New Guinea,PNG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,18.29377747,20.66277122,22.10498047,25.87848282,27.65415382,30.21553993,33.38858795,34.91187286,36.77980042,39.60604477,52.84900284,70.75683594,77.2843399,89.70458221,45.50782776,54.36591339,55.63466263,59.28691864,60.31322479,63.92642593
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.9,70.025,70.297,70.481,70.527,70.781,71.106,71.384,71.635,71.887,72.131,72.454,72.757,72.878,73.191,73.534,73.644,73.568,73.621,73.182
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.60815811,4.75770569,4.90703917,4.93224335,4.82934713,5.01927567,5.02042723,5.03776026,5.52496862,5.46593952,5.82225847,6.53144598,6.0642848,6.62719059,6.69165802,6.67556572,6.60902548,6.74497652,7.16429377,7.57704258
Paraguay,PRY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,91.42378998,64.76425171,70.50261688,87.64266968,94.68041992,121.7975082,160.3656006,219.6679535,216.5890198,257.0585632,336.1187439,367.1484985,390.2868652,439.344696,392.2241821,384.4470215,405.5336609,421.0862732,415.888794,405.6254273
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.041,71.661,72.217,72.668,72.986,73.172,73.223,73.377,73.466,73.711,74.133,74.544,74.967,75.333,75.621,75.789,75.879,76.009,76.156,73.665
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72161007,4.93902254,4.58695936,4.42970943,4.66595268,4.4095645,4.42612123,4.51516962,4.97465611,4.71905422,4.54211617,4.74102163,4.76056957,4.97922754,4.98142099,4.99025059,4.91623974,5.19228029,5.21140051,6.30416107
Peru,PER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,89.19979858,97.49507904,97.19953156,105.008255,123.0508881,135.8708801,158.1654358,190.8487701,208.3919373,240.2576141,262.9674072,307.3185425,320.3164978,331.7809143,310.266449,311.4351807,333.1157532,363.4248352,366.5649109,388.5455627
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.614,69.781,69.924,70.037,70.24,70.282,70.483,70.564,70.633,70.754,70.788,70.881,70.835,71.151,71.268,71.387,71.516,71.689,71.865,72.119
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.84775972,2.63767385,3.07663488,3.0468533,3.74253035,3.77762938,3.75318074,3.86315918,4.16451931,4.13107872,4.02518559,4.17709208,4.27408695,3.70313668,3.8982749,3.95484328,3.96042776,3.9538188,4.16646004,5.11274004
Philippines,PHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,28.22548485,27.35728264,32.28580856,34.21176147,46.60520935,54.85954285,65.36550903,76.89060974,78.84606934,90.95713043,97.86031342,111.6026077,121.7075424,108.7214508,115.9462814,120.1541596,121.8795624,126.3115768,142.2366486,164.7370758
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.5
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.66721439,6.06724358,5.95371294,5.86845207,5.80689144,5.80280542,5.87339211,6.37592173,6.587708,6.4122324,6.2400856,6.22393656,6.41485739,6.38664055,6.39477158,6.53473854,6.5601325,6.32764196,6.44682503,6.49310207
Poland,POL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,282.8210449,315.8314514,339.3352051,392.0033875,465.7001953,524.0974731,660.9246826,892.5968628,759.6057739,809.1994019,866.0946655,815.1418457,878.088501,911.2981567,803.9596558,813.4727783,909.578186,978.7356567,1014.038208,1025.984863
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,80.97560976
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.62751579,8.78642941,9.12415695,9.5325079,9.65306759,9.35422611,9.25186634,9.58307838,10.13070393,10.03250504,9.73071671,9.65393257,9.40486622,9.3428812,9.31645775,9.39439487,9.30583763,9.4126482,9.51379871,10.54930592
Portugal,PRT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1015.549683,1139.402954,1443.37793,1723.744019,1814.354492,1857.645142,2112.528809,2391.981201,2346.541992,2259.303711,2255.969238,1980.018677,2030.630127,2059.926514,1790.534058,1875.242188,1998.064697,2216.306641,2221.730957,2341.640137
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.456,76.728,76.874,77.143,77.237,77.415,77.621,77.841,77.877,78.01,78.316,78.461,78.777,78.929,79.695,80.27,79.258,79.77,79.063,78.041
Puerto Rico,PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.263,75.412,75.565,75.961,76.064,76.57,77.016,77.427,77.878,78.425,78.891,79.227,79.536,79.768,80.064,80.433,80.717,80.898,80.99,79.099
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.3197093,2.46044064,3.50257182,3.18311739,2.56300044,2.288064,2.07008052,1.63775349,2.38356304,1.87017763,1.599962,1.74822152,2.07620168,2.42293572,3.6881299,3.68284607,3.43562698,3.25339484,3.51384258,4.18303919
Qatar,QAT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,597.9369507,667.0024414,1109.725708,1254.14209,1347.960571,1321.562744,1276.881836,1277.082397,1305.490356,1306.525513,1487.852173,1713.980347,2027.014404,2256.388672,2470.489014,2153.257568,2041.027954,2155.831299,2207.654297,2188.382813
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.16097561,71.0097561,71.3097561,71.56097561,71.91219512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.60731707,74.25365854
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.37598133,4.57694626,5.37136793,5.47733593,5.52778196,5.07106066,5.02223349,5.02274227,5.2784133,5.76614285,4.70199966,4.73353195,5.19664145,5.02168465,4.94721603,5.00346947,5.15083218,5.56050777,5.74023104,6.27236223
Romania,ROU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,78.8175354,96.57698822,143.5455322,190.7950592,254.5296173,291.0040894,415.0679016,521.3156128,449.3769226,472.2075195,426.5997315,401.671051,495.2362366,503.3475342,442.240387,476.2450562,555.1130981,687.1541138,738.5581665,809.5888062
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.24284792,5.52166557,5.16368914,4.7603755,4.77177477,4.76654387,4.74792528,4.90364122,5.64392471,4.97111797,4.79491472,4.93637609,5.08104897,5.18209648,5.29604387,5.28970242,5.35889816,5.35520792,5.64849091,7.59624338
Russian Federation,RUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,117.7825394,140.3933868,164.2662354,208.8014679,271.6427307,352.7108154,461.9842224,609.850769,516.4428101,567.0262451,684.2723389,758.9658814,809.1429443,739.5907593,499.1461792,465.4303284,579.9812622,609.3509522,653.999939,773.8782959
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.021,51.032,53.368,55.491,57.316,58.714,59.965,61.134,61.958,62.54,63.261,64.009,64.426,64.94,65.298,65.737,65.941,66.251,66.437,66.774
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.31599975,3.13122177,6.93491793,7.50929976,7.72549963,7.60959911,7.86212587,7.5670433,7.80694866,8.08923531,7.93879843,8.10667801,6.77649164,6.98968554,6.65446424,6.96060848,6.38999748,6.69975424,6.33025074,7.3156209
Rwanda,RWA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,7.92787647,7.34832239,17.29731369,20.29362106,25.10174942,27.24308205,33.58434677,40.0471344,44.08419418,48.02530289,51.65081787,57.216465,47.7094574,50.62351608,48.80509567,50.70415497,48.34190369,51.54394531,51.0831871,57.49529648
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.019,71.276,71.496,71.696,71.754,72.021,72.1,72.155,70.066,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768
Samoa,WSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.93347716,4.64051485,4.28586912,4.64893866,4.76252794,5.01838207,4.87175274,4.6574831,5.25886679,5.28433228,5.43251324,5.07101011,6.44109249,6.59894657,5.78755188,5.10326052,5.46427584,5.09365797,6.01635885,5.32613707
Samoa,WSM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,55.65429688,72.02596283,81.21048737,103.5605545,120.358078,132.4343872,146.7196655,155.7641754,170.9687195,183.8677216,210.1192322,195.3987427,245.2148285,246.5922089,212.1546631,202.2115326,217.3907166,197.9048462,239.131958,202.4341888
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.69305277,5.44233704,4.81547499,4.91077471,4.93253946,4.95809364,5.1441412,5.45987749,6.24213982,6.26656914,8.24971485,9.1801672,8.42561722,8.48387432,8.6108551,8.62851906,8.47825909,8.48912334,8.3529911,8.69089031
San Marino,SMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2206.63916,2235.52832,2462.524902,2895.472656,2986.325439,3160.585449,3707.008789,4274.024902,4148.653809,3729.69043,4604.53125,4446.282715,4249.554688,4253.208496,3639.970215,3745.962891,3805.050049,4115.067871,3951.051025,3937.656006
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.032,62.6,63.166,63.731,63.709,64.398,64.724,65.079,65.116,65.249,64.902,65.746,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.83180332,10.66279125,12.6178236,11.8697958,11.51630402,8.27670765,8.1677618,7.11202812,7.19514179,6.84464884,6.75577354,6.47629499,7.93743753,6.73101807,5.34009647,6.43088865,6.46091604,5.84369898,5.22996283,4.90671349
Sao Tome and Principe,STP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,53.0186882,56.84491348,78.39510345,78.6725235,89.12054443,66.59735107,69.55841827,76.84945679,75.85956573,74.20961761,84.68799591,86.12266541,124.0971375,118.9305573,84.50744629,109.2252121,116.4777527,114.846756,104.9457245,106.9239044
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.974,73.337,73.628,74.153,74.588,74.81,75.046,75.274,75.431,75.763,76.234,76.461,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239
